contributors	coordinates	created_at	entities	favorited	geo	id	id_str	in_reply_to_screen_name	in_reply_to_status_id	in_reply_to_status_id_str	in_reply_to_user_id	in_reply_to_user_id_str	place	retweet_count	retweeted	source	text	truncated	user
None	None	Sun May 09 20:51:55 +0000 2010	{u'user_mentions': [], u'hashtags': [], u'urls': []}	False	None	13687229678	13687229678	None	None	None	None	None	None	0	False	<a href="http://timespeople.nytimes.com" rel="nofollow">TimesPeople</a>	Tell-All Generation Learns to Keep Things Offline - http://nyti.ms/by4SIp	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Sun Mar 07 12:27:49 +0000 2010	{u'user_mentions': [{u'id': 77329833, u'indices': [0, 13], u'id_str': u'77329833', u'screen_name': u'thomashosman', u'name': u'Thomas Hosman'}], u'hashtags': [], u'urls': []}	False	None	10118126273	10118126273	thomashosman	10117978350	10117978350	77329833	77329833	None	0	False	<a href="https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic" rel="nofollow">Silver Bird</a>	@thomashosman Staat me bij dat Mattie ooit contact heeft gehad met speechschrijver van Cohen.	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Fri Mar 05 20:15:56 +0000 2010	{u'user_mentions': [{u'id': 77329833, u'indices': [3, 16], u'id_str': u'77329833', u'screen_name': u'thomashosman', u'name': u'Thomas Hosman'}], u'hashtags': [], u'urls': []}	False	None	10040132351	10040132351	None	None	None	None	None	None	1	False	web	RT @thomashosman: Oscarnacht helemaal uitverkocht, maar café is open met schermen waarop uitz. en uitreiking te zien zijn! http://bit.ly ...	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Tue Mar 02 23:01:40 +0000 2010	{u'user_mentions': [], u'hashtags': [{u'indices': [33, 38], u'text': u'penw'}], u'urls': []}	False	None	9895739115	9895739115	None	None	None	None	None	None	0	False	web	Oh nee... Van Geel pulls a Nixon #penw	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Tue Mar 02 22:53:28 +0000 2010	{u'user_mentions': [], u'hashtags': [{u'indices': [58, 63], u'text': u'penw'}], u'urls': []}	False	None	9895405437	9895405437	None	None	None	None	None	None	0	False	web	Bos krijgt zwetende snor, ben bang voor Nixon incident... #penw	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Tue Mar 02 22:28:08 +0000 2010	{u'user_mentions': [], u'hashtags': [{u'indices': [105, 110], u'text': u'penw'}], u'urls': []}	False	None	9894401346	9894401346	None	None	None	None	None	None	0	False	web	Wilderbashers start your engines. Gaat iemand nog vertellen waarom hij er niet bij is? Niet uitgenodigd? #penw	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Tue Mar 02 22:19:35 +0000 2010	{u'user_mentions': [{u'id': 80255007, u'indices': [3, 19], u'id_str': u'80255007', u'screen_name': u'jeroenvanberkel', u'name': u'Jeroen van Berkel'}], u'hashtags': [{u'indices': [117, 122], u'text': u'penw'}, {u'indices': [123, 134], u'text': u'festlokdem'}], u'urls': []}	False	None	9894067442	9894067442	None	None	None	None	None	None	2	False	web	RT @jeroenvanberkel: Kant krijst er even twee zetels af voor de SP zo vlak voor het slapen gaan van Wakker Nederland #penw #festlokdem	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Thu Feb 25 20:04:05 +0000 2010	{u'user_mentions': [{u'id': 79797834, u'indices': [3, 16], u'id_str': u'79797834', u'screen_name': u'ebertchicago', u'name': u'Roger Ebert'}], u'hashtags': [], u'urls': []}	False	None	9640973955	9640973955	None	None	None	None	None	None	189	False	web	RT @ebertchicago: 3-D is a waste of a perfectly good dimension.	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Tue Feb 23 10:36:10 +0000 2010	{u'user_mentions': [{u'id': 77329833, u'indices': [3, 16], u'id_str': u'77329833', u'screen_name': u'thomashosman', u'name': u'Thomas Hosman'}], u'hashtags': [], u'urls': []}	False	None	9520546377	9520546377	None	None	None	None	None	None	1	False	web	RT @thomashosman: Cineville, VPRO en De Balie presenteren: De Oscarnacht. Met veel gasten, muziek, films en live uitzending! http://tiny ...	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Wed Feb 17 13:11:28 +0000 2010	{u'user_mentions': [{u'id': 87201342, u'indices': [3, 13], u'id_str': u'87201342', u'screen_name': u'Cineville', u'name': u'Cineville'}], u'hashtags': [{u'indices': [63, 70], u'text': u'Disney'}, {u'indices': [71, 89], u'text': u'AliceinWonderland'}], u'urls': []}	False	None	9232875238	9232875238	None	None	None	None	None	None	1	False	web	RT @Cineville: Bedrijven in spagaat http://tinyurl.com/yblgdep #Disney #AliceinWonderland	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Thu Feb 04 16:43:07 +0000 2010	{u'user_mentions': [{u'id': 3646911, u'indices': [3, 18], u'id_str': u'3646911', u'screen_name': u'empiremagazine', u'name': u'Empire Magazine'}, {u'id': 18671559, u'indices': [23, 35], u'id_str': u'18671559', u'screen_name': u'edgarwright', u'name': u'edgarwright'}], u'hashtags': [], u'urls': []}	False	None	8638853910	8638853910	None	None	None	None	None	None	11	False	web	RT @empiremagazine: RT @edgarwright: George A Romero is 70 today. I wouldn't be where I am without the great man. Raise a glass to the r ...	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Sun Jan 17 17:16:29 +0000 2010	{u'user_mentions': [], u'hashtags': [], u'urls': []}	False	None	7869730732	7869730732	None	None	None	None	None	None	0	False	<a href="http://echofon.com/" rel="nofollow">Echofon</a>	Eerste tweet vanaf iPhone!	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Mon Nov 16 23:53:20 +0000 2009	{u'user_mentions': [], u'hashtags': [], u'urls': []}	False	None	5780115283	5780115283	None	None	None	None	None	None	0	False	web	Dit gaat niet lukken...	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Fri Nov 06 22:37:33 +0000 2009	{u'user_mentions': [{u'id': 45600841, u'indices': [0, 13], u'id_str': u'45600841', u'screen_name': u'tweetingdumb', u'name': u'Tweetle Dumb'}], u'hashtags': [], u'urls': []}	False	None	5491039488	5491039488	tweetingdumb	5491006481	5491006481	45600841	45600841	None	0	False	web	@tweetingdumb Could i get one of your invites? at eelkehermens@gmail.com	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Fri Nov 06 22:34:12 +0000 2009	{u'user_mentions': [{u'id': 18395303, u'indices': [0, 9], u'id_str': u'18395303', u'screen_name': u'guydmann', u'name': u'Guy Mann'}], u'hashtags': [], u'urls': []}	False	None	5490960396	5490960396	guydmann	5490891063	5490891063	18395303	18395303	None	0	False	web	@guydmann I would love one of your Google Wave invites, eelkehermens@gmail.com	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
None	None	Fri Nov 06 22:29:37 +0000 2009	{u'user_mentions': [{u'id': 109580109, u'indices': [0, 8], u'id_str': u'109580109', u'screen_name': u'tronash', u'name': u'Travis Robertson'}], u'hashtags': [], u'urls': []}	False	None	5490850577	5490850577	travisro	5490816364	5490816364	4278151	4278151	None	0	False	web	@TRONash I would love your Google Wave invite! eelkehermens@gmail.com	False	{u'follow_request_sent': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 19818128, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://si0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 62, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'19818128', u'profile_background_color': u'C0DEED', u'listed_count': 1, u'profile_background_image_url_https': u'https://si0.twimg.com/images/themes/theme1/bg.png', u'utc_offset': 3600, u'statuses_count': 38, u'description': u'Something awfully pretentious', u'friends_count': 314, u'location': u'', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://a0.twimg.com/profile_images/1776075011/Photo_on_1-23-12_at_20.00___2_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_background_image_url': u'http://a0.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'eelkeh', u'lang': u'en', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'Eelke Hermens', u'notifications': False, u'url': None, u'created_at': u'Sat Jan 31 15:18:29 +0000 2009', u'contributors_enabled': False, u'time_zone': u'Amsterdam', u'protected': False, u'default_profile': True, u'is_translator': False}
