favorited	contributors	truncated	text	created_at	retweeted	in_reply_to_status_id_str	coordinates	in_reply_to_user_id_str	source	in_reply_to_status_id	in_reply_to_screen_name	id_str	place	retweet_count	geo	id	possibly_sensitive	in_reply_to_user_id
None	False	RT @emshort: I wish there were a Kickstarter-equivalent to let you raise enough spare time for projects.	Thu Jan 19 08:06:57 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	False	None	159909695614746624	None	39	None	159909695614746624	None
None	False	RT @mariekevdijk: #Google politics & elections http://t.co/UncuPk5v and on #Yahoo election insights tooling from @ekborra politicalinsig ...	None	153897979240128514	web	False	None	None	153897979240128514	1	None	False	None	None	False	Mon Jan 02 17:58:32 +0000 2012	None	None
None	False	RT @EevaLiukku: Belgisch grapje over Hollander in de ruimte.  http://t.co/ZSrOahTq via @twitpic	None	150210487261478912	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	False	None	None	150210487261478912	7	None	False	None	None	False	Fri Dec 23 13:45:45 +0000 2011	None	None
False	None	False	We got published! "The social media account of the 2010 Toronto G20 protests." http://t.co/kTXZn7Zr (DM for pdf)	Mon Dec 19 10:52:35 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	148717354975629312	None	1	None	148717354975629312	False	None
False	None	False	Search queries by political orientation from Yahoo! Now with links to factchecking sites: e.g. obamacare in http://t.co/CApiPw8n	Wed Dec 07 08:20:32 +0000 2011	False	None	None	None	web	None	None	144330437056151553	None	0	None	144330437056151553	False	None
False	None	False	@maartenbouwhuis voor een social media expert moet je bij @silvertje zijn	Tue Dec 06 14:20:38 +0000 2011	False	144057891010265088	None	18969779	web	144057891010265088	maartenbouwhuis	144058670689423360	None	0	None	144058670689423360	18969779
False	None	False	@maartenbouwhuis prof. dr. Richard A. Rogers is Web epistemologist http://t.co/COSFNi2X	Mon Dec 05 15:38:13 +0000 2011	False	143713125080903681	None	18969779	web	143713125080903681	maartenbouwhuis	143715807929708544	None	0	None	143715807929708544	False	18969779
False	None	False	RT Haha! http://t.co/OLJdVWTL misspelled. How meta! ;) @ekborra - http://t.co/BRdJgWJh	Mon Dec 05 15:15:25 +0000 2011	False	None	None	None	web	None	None	143710071011024897	None	0	None	143710071011024897	False	None
False	None	False	@mariekevdijk @silvertje @esthr @bomvol ik ben er vdaag helaas niet bij. Morgen msch Engel?	Thu Dec 01 17:01:56 +0000 2011	False	142276907453526016	None	149818246	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	142276907453526016	mariekevdijk	142287323864891392	None	0	None	142287323864891392	149818246
None	False	RT @annet020: ik wil ook in de Twitter dataset van #digitalmethods gebaseerd op hashtag, dus hoppa: #fail	Thu Dec 01 16:45:23 +0000 2011	False	None	None	None	web	None	False	None	142283159038468096	None	1	None	142283159038468096	None
None	False	RT @elipariser: Fascinating: Search queries by political orientation from Yahoo: http://t.co/UQtWB5cP	None	142251799598993411	web	False	None	None	142251799598993411	7	None	False	None	None	False	Thu Dec 01 14:40:46 +0000 2011	None	None
None	False	RT @_mstevenson: What search queries are right-wing, and which are left-wing? Check out this great digital methods tool from @ekborra ht ...	Tue Nov 22 19:37:36 +0000 2011	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	False	None	139065008737894401	None	5	None	139065008737894401	None
False	None	False	w000t the project I made is online! RT @YahooLabs find out what people on the political right search for the most: http://t.co/LNHvsAr6	Tue Nov 22 18:30:01 +0000 2011	False	None	None	None	web	None	None	139048001330102272	None	6	None	139048001330102272	False	None
None	False	RT @mariekevdijk: Rt @sneakerpeet: thuis van een super fijn #Strp11 electro kunst dinges met @esthr @ekborra +1 tranen op me wangen gela ...	Sat Nov 19 19:58:50 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	137983189795880960	None	1	None	137983189795880960	None
False	None	False	@Ferenzj @esthr awesome! Niet heel erg opzienbarend dat ze in Frankrijk Frans spreken, maar wel mooi :)	Fri Nov 04 16:45:47 +0000 2011	False	132485342073860096	None	14986870	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	132485342073860096	Ferenzj	132498786990821377	None	0	None	132498786990821377	14986870
False	None	False	@silvertje @esthr @mariekevdijk helaas kunnen we dan niet :(	Thu Nov 03 14:53:03 +0000 2011	False	132099722914701312	None	8273852	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	132099722914701312	silvertje	132108029255618560	None	0	None	132108029255618560	8273852
None	False	RT @gmchar: New blog post http://t.co/JbHI9uS7 : How lack of sleep turned my vision red (or: combating insomnia with science)	None	127734956838502401	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	127734956838502401	1	None	False	None	None	False	Sat Oct 22 13:16:01 +0000 2011	None	None
None	False	RT @google: Good to know: Practical guidance on safe passwords, keeping online accounts secure & more on a new site http://t.co/I6ySTLL6	None	125997325054255105	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	125997325054255105	255	None	False	None	None	False	Mon Oct 17 18:11:17 +0000 2011	None	None
None	False	RT @N__S__L: Assange on anonymity of off-shore banks in relation to forced identification of protesters at OWS http://t.co/Ivs53Xy0	None	125910440101425152	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	125910440101425152	2	None	False	None	None	False	Mon Oct 17 12:26:02 +0000 2011	None	None
None	False	RT @mariekevdijk: Live video: Web 2.0 Summit 2011 -  O'Reilly Conferences October 17 - 19, 2011, San Francisco http://t.co/rpDyU8NQ	None	125895130707271680	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	125895130707271680	1	None	False	None	None	False	Mon Oct 17 11:25:12 +0000 2011	None	None
None	False	RT @zephoria: "Data Reveals That 'Occupying' Twitter Trending Topics is Harder Than it Looks!" http://t.co/ahbQOAbF (by @SocialFlow, @gi ...	None	125601769920282624	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	125601769920282624	35	None	False	None	None	False	Sun Oct 16 15:59:30 +0000 2011	None	None
None	False	RT @huskyr: Voor al die mensen die nog steeds denken dat een goed wachtwoord voor je mail flauwekul is: lees dit even: http://t.co/pRDkeIl2	None	125278506111348737	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	125278506111348737	4	None	False	None	None	False	Sat Oct 15 18:34:58 +0000 2011	None	None
False	None	False	@_mstevenson no need for math there	Wed Oct 12 20:01:55 +0000 2011	False	124190688047939584	None	83170793	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	124190688047939584	_mstevenson	124213225603612677	None	0	None	124213225603612677	83170793
None	False	RT @cgrltz: "Generation Facebook" (DE) out now w. @markcote @SaskiaSassen @annnalist @GanaeleLanglois @glovink @greg_elmer and more http ...	Wed Oct 12 10:16:34 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	124065915817046016	None	9	None	124065915817046016	None
None	False	RT @cgrltz: RT @mdieter I wrote something and it got published. 'Becoming Environmental of Power', Fibreculture Journal - http://t.co/Uh ...	Wed Oct 12 10:12:12 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	124064819010744320	None	1	None	124064819010744320	None
None	False	RT @erwblo: Blogpost: Leren programmeren? Doe Het Zelf! http://t.co/ZC4Ojj1	None	106345343670689793	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	106345343670689793	12	None	False	None	None	False	Wed Aug 24 12:41:20 +0000 2011	None	None
None	False	RT @erwblo: Blogpost: Leren programmeren? Doe Het Zelf! http://t.co/ZC4Ojj1	None	106345343670689793	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	106345343670689793	12	None	False	None	None	False	Wed Aug 24 12:41:20 +0000 2011	None	None
None	False	RT @Gephi: In a tough job market, your open source experience may be an asset in more ways than one http://ow.ly/6bitM (FR: http://ow.ly ...	Wed Aug 24 12:37:34 +0000 2011	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	False	None	106344394159947776	None	1	None	106344394159947776	None
None	False	RT @cecim: Academia should not work on research that Twitter is already doing, ie work on more blue sky research. Keynote by @lintool at ...	Tue Jul 19 08:12:35 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	93231748594413568	None	5	None	93231748594413568	None
None	False	RT @gingdottwit: @icwsm @lintool saying typically people either discover/describe things, like models, or they build/invent things, like ...	Tue Jul 19 08:12:22 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	93231694177505280	None	2	None	93231694177505280	None
False	None	False	Getting ready for coding sessions with #Medialab Sciences-Po engineers :) #dmi2011	Tue Jul 19 05:51:07 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	93196147883130880	None	0	None	93196147883130880	None
None	False	RT @cybertheorist: The digital divide and the end of Internet freedom http://j.mp/oEG4Ny	Tue Jul 19 05:49:40 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	93195781602934784	None	6	None	93195781602934784	None
None	False	RT @jonathanstray: What is the NSA doing with all that data? This is what the NSA is doing with all that data. http://to.pbs.org/r3G4za  ...	Tue Jul 19 05:46:27 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	93194971234050049	None	119	None	93194971234050049	None
None	False	RT @zittrain: We don't blink when Web content isn't available in our location - but what if real world worked that way? http://bit.ly/qVHj3X	Mon Jul 18 15:13:38 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	92975321309134848	None	29	None	92975321309134848	None
None	False	RT @infopolicy: The 138 Words You Can't Say on Turkish Internet http://bit.ly/nHyf5i	Mon Jul 18 15:08:10 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	92973946881847297	None	16	None	92973946881847297	None
None	False	RT @silvertje: OH: "If you’re making graph visualization jokes, you know you’re in a weird place, especially if they’re understood."	Mon Jul 18 14:24:34 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	92962971172614144	None	1	None	92962971172614144	None
None	False	RT @sabinesabine: Facebook research & privacy issues : http://chronicle.com/article/Harvards-Privacy-Meltdown/128166/ #bigdata  #dmi2011	Wed Jul 13 19:08:29 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	91222483021209600	None	2	None	91222483021209600	None
None	False	RT @paul_keller: Obvious but still interesting: How Your Facebook Can Get You Kicked Off a Flight http://t.co/5vqNQLy	None	91216487112646656	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	91216487112646656	1	None	False	None	None	False	Wed Jul 13 18:44:39 +0000 2011	None	None
False	None	False	"Guess I'll never be as cool as MySpace's Tom" #dmi2011 #googleplus http://t.co/I9G3Rhb	Wed Jul 13 18:27:19 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	91212121689427968	None	0	None	91212121689427968	False	None
None	False	RT @pressfreedom: #Iran tightens online censorship to counter US 'shadow internet' http://bit.ly/rnojTa	Wed Jul 13 18:20:35 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	91210427224178689	None	11	None	91210427224178689	None
False	None	False	@cgrltz congrats!	Wed Jul 13 18:18:48 +0000 2011	False	91203829332324352	None	47438273	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	91203829332324352	cgrltz	91209981604536321	None	0	None	91209981604536321	47438273
False	None	False	@mariekevdijk http://t.co/KZTlAPE #infogalore	Wed Jul 13 18:18:14 +0000 2011	False	None	None	149818246	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	mariekevdijk	91209838570373121	None	0	None	91209838570373121	False	149818246
False	None	False	@cgrltz @esthr yes, working on it :)	Mon Jul 11 08:20:24 +0000 2011	False	90334346090790912	None	47438273	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	90334346090790912	cgrltz	90334612617834496	None	0	None	90334612617834496	47438273
False	None	False	Waanzinnig mooie live feed vanuit ISS met zicht op de Space Shuttle. Nog 1 uur tot docking. http://t.co/ImD2dYu	Sun Jul 10 14:23:22 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	90063568984219650	None	1	None	90063568984219650	False	None
None	False	RT @cgrltz: And finally a big thanks to everyone who joined #dmi2011, that was some intense two weeks!	Sun Jul 10 12:54:14 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	90041136424554496	None	1	None	90041136424554496	None
False	None	False	http://t.co/KyR91II activist cartographers using DIY tools for civic science (aerial photos of things like BP oil spill)	Sun Jul 10 09:30:34 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	89989882075815936	None	0	None	89989882075815936	False	None
False	None	False	#dmi2011 Collusion, a Firefox plugin that "shows you who is tracking your web browsing" http://t.co/IlJEWOJ	Sun Jul 10 09:12:02 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	89985216810196992	None	1	None	89985216810196992	False	None
False	None	False	@raisecain http://t.co/GupCcjo	Sun Jul 10 09:08:40 +0000 2011	False	89772793490702336	None	18792805	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	89772793490702336	raisecain	89984369678225408	None	0	None	89984369678225408	False	18792805
None	False	RT @_mstevenson: Excellent presentation on the social lives of crawlers at #dmi2011 As  would be expected, social network space has most ...	Fri Jul 08 15:13:05 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89351305218359297	None	1	None	89351305218359297	None
None	False	RT @bigdata: Information Credibility on Twitter: @YahooResearch's algorithm for detecting credible tweets on Trending Topics http://goo. ...	Fri Jul 08 14:54:55 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89346732760117249	None	7	None	89346732760117249	None
None	False	RT @JCPlantin: Final projects presentation, 3, 2, 1, now! #dmi2011	Fri Jul 08 14:20:18 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89338020934856704	None	2	None	89338020934856704	None
None	False	RT @aliekens: Last launch of the Space Shuttle is in less than 2 hours (if the weather permits). Watch it live at http://t.co/9rezx2R	None	89337998117847041	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	89337998117847041	1	None	False	None	None	False	Fri Jul 08 14:20:13 +0000 2011	None	None
False	None	False	@mariekevdijk is "Delete Designer" #dmi2011	Fri Jul 08 10:12:12 +0000 2011	False	None	None	149818246	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	mariekevdijk	89275584454205440	None	0	None	89275584454205440	149818246
None	False	RT @PascalVanHecke: Political/historical language graph, as revealed by web link structure. Note Belgian Dutch/French duo: http://t.co/L ...	Fri Jul 08 09:37:03 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89266738046308352	None	2	None	89266738046308352	None
None	False	RT @astridmager: enjoying reflexions on bruno latour, david berry & the internet with marc tuters @ #dmi2011 "salon"	Fri Jul 08 08:58:52 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89257127838892032	None	1	None	89257127838892032	None
False	None	False	@mariekevdijk we'll be there at 11.15!  At 11 we'll have coffee at atrium.	Fri Jul 08 08:34:27 +0000 2011	False	89247837380018176	None	149818246	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	89247837380018176	mariekevdijk	89250983401631744	None	0	None	89250983401631744	149818246
None	False	RT @mathieubastian: RT @bigdata: Languages on the Web: @google research uses off-site links to score edges of a linguistic network graph ...	Fri Jul 08 06:59:28 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89227079689846784	None	4	None	89227079689846784	None
None	False	RT @n8fr8: I &lt;3 these! RT @mobileactive Learn to make your phone more secure & protect yourself w our new lockdown guides: http://bit ...	Thu Jul 07 21:11:18 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89079063813177344	None	2	None	89079063813177344	None
False	None	False	#scraperdescrapescrape #dmi2011	Thu Jul 07 20:09:14 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	89063443788861440	None	0	None	89063443788861440	None
None	False	RT @jeffjarvis: Brilliant! Guardian annotates/bullshit-detects News Corp press announcement. http://bit.ly/ntknI5	Thu Jul 07 18:36:58 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	89040224365182976	None	220	None	89040224365182976	None
None	False	RT @citizenlab: You can't search for "river" now in China http://bit.ly/oUGmTZ	Thu Jul 07 15:43:41 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88996617088270337	None	7	None	88996617088270337	None
None	False	RT @ioerror: Is there a current list of all known to be blocked URLs/IP addresses from many filtering systems in the world? #cleanfeed # ...	Thu Jul 07 14:29:16 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88977889873240064	None	22	None	88977889873240064	None
None	False	RT @GooglePlusTweet: Google+ is now open to anyone with a Google account. http://t.co/5qVu4Eh and sign up! #GooglePlus	None	88938263896797184	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	88938263896797184	24098	None	False	None	None	False	Thu Jul 07 11:51:49 +0000 2011	None	None
None	False	RT @silvertje: # robots should behave# like the perfect gentlemen# their creators are## mmm robots.txt haiku	Thu Jul 07 08:56:18 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88894096600608768	None	1	None	88894096600608768	None
None	False	RT @waag: Website http://t.co/ApI5sZN inventariseert slechte mobiele ontvangst op basis van Android app in de achtergrond	None	88884108897423360	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	88884108897423360	2	None	False	None	None	False	Thu Jul 07 08:16:37 +0000 2011	None	None
False	None	False	“@golan: The clever UnFacebook Map by @iwoj uses inverse img to reveal urban regions that don't use FB: http://t.co/pxiBDZk” #dmi2011	Thu Jul 07 07:28:27 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88871987698610176	None	1	None	88871987698610176	False	None
False	None	False	#dmi2011 “@paul_keller: there should be an equivalent of robots.txt for travel guides”	Wed Jul 06 19:49:20 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88696049056751616	None	1	None	88696049056751616	None
None	False	RT @clubmatenl: avondwinkel 'sterk' op de declerqstraat 1 heeft nu ook #clubmate en #hausmarke cola mit lakritz (#drop) #amsterdam	Wed Jul 06 14:15:56 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88612146681884672	None	2	None	88612146681884672	None
False	None	False	OH: "I just http-ed up on all the URLs" "Oh, I just double u double double u-ed them!" #dmi2011	Wed Jul 06 13:42:03 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88603617791188992	None	0	None	88603617791188992	None
None	False	RT @Shoord: "Eksters herkennen mensen en schelden ze uit", ik heb het altijd al vermoed.	Wed Jul 06 11:25:04 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88569144382992384	None	1	None	88569144382992384	None
None	False	RT @waag: DataCatalogs publiceert lijst met #opendata bronnen | Creative Commons - http://bit.ly/rk2LHA	Wed Jul 06 10:05:18 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88549071756857344	None	1	None	88549071756857344	None
None	False	RT @niftyc: "cloud computing is a trap." --Richard Stallman #fb #dmi2011	Wed Jul 06 09:48:42 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88544893428957184	None	2	None	88544893428957184	None
None	False	RT @sabinesabine: big data: taking great pride in breaking statistical software because your file is too large -  Christian Sandvig lect ...	Wed Jul 06 08:19:37 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	88522475633258496	None	1	None	88522475633258496	None
False	None	False	it's so nice that @gmchar thought of giving each jail multiple IPs.  Very useful!  #scraping #dmi2011	Tue Jul 05 13:22:05 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88236204520255488	None	0	None	88236204520255488	None
False	None	False	Doing so many scripts at the same time  #dmi2011	Tue Jul 05 13:17:46 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88235116874313729	None	0	None	88235116874313729	None
False	None	False	WHOA “@waag: Infographics streetart: an adjustable lasercut pie-chart stencil - http://t.co/L5J950j via @raoulwissink”	Tue Jul 05 07:45:28 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88151495547170817	None	0	None	88151495547170817	False	None
False	None	False	Another beautiful day to work on #dmi2011	Tue Jul 05 07:44:34 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	88151264952717312	None	1	None	88151264952717312	None
False	None	False	Google zoekt mogelijkheden om radicalisering te bestrijden http://t.co/TfTUw5w via @nrc	Tue Jul 05 07:03:53 +0000 2011	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	88141028082720768	None	0	None	88141028082720768	False	None
None	False	RT @michaelzimmer: Inside Google+ — How the Search Giant Plans to Go Social | Epicenter | Wired.com http://t.co/KlH6EY3	None	88131533461925888	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	88131533461925888	2	None	False	None	None	False	Tue Jul 05 06:26:09 +0000 2011	None	None
False	None	False	to scrape politely or not-so-politely, that's the question #dmi2011	Mon Jul 04 20:24:46 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	87980189098844160	None	0	None	87980189098844160	None
None	False	RT @sneakerpeet: Super gezellige muziek van Septeto Trio Los Dos op Noordermarkt gisteren. Gelukkig hebben we de foto's nog.http://t.c ...	Mon Jul 04 20:08:22 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	False	None	87976064273498112	None	1	None	87976064273498112	None
False	None	False	Interesting idea, not convincing yet #dmi2011 CrowdLogger: building a collective query log http://t.co/VvOLqkP	Mon Jul 04 19:12:02 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	87961886057967616	None	1	None	87961886057967616	False	None
False	None	False	@niftyc this might be useful for help with the youtube tag clouds: http://t.co/jA24wIN #dmi2011	Mon Jul 04 15:02:58 +0000 2011	False	None	None	32973	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	niftyc	87899207289143296	None	0	None	87899207289143296	False	32973
False	None	False	@discovertext "preparation of your dataset is really one of the most important parts of research with digital methods" #dmi2011	Mon Jul 04 14:49:26 +0000 2011	False	None	None	219045313	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	discovertext	87895799211626496	None	2	None	87895799211626496	219045313
False	None	False	#dmi2011 committing to my unbracketed self!	Mon Jul 04 14:00:21 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	87883449637142528	None	0	None	87883449637142528	None
False	None	False	#dmi2011 so many interesting projects again.  Fortunately I am a flying programmer and can participate in many :)	Mon Jul 04 13:03:30 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	87869143050756096	None	0	None	87869143050756096	None
False	None	False	#dmi2011 @_mstevenson: OH "Would you do this research differently?" "I think so. First of all I would have research questions."	Mon Jul 04 12:54:58 +0000 2011	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	None	None	87866995319635969	None	0	None	87866995319635969	None
